  node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 12827    -25000   -903.614   0      0.0350323   -0.00969359   0.00303613      0.0350323   -0.00969359   0.00303613
 17795    -25000   -1506.02   0      0.0333917   -0.00973995   0.00270334      0.0333917   -0.00973995   0.00270334
 6264    -25000   -2108.43   0      0.0315213   -0.00982076   0.00240126      0.0315213   -0.00982076   0.00240126
 17862    -25000   -2710.84   0      0.0295942   -0.0100084   0.00211819      0.0295942   -0.0100084   0.00211819
 17976    -25000   -3313.25   0      0.0275529   -0.0102409   0.0018677      0.0275529   -0.0102409   0.0018677
 17908    -25000   -3915.66   0      0.0253845   -0.010542   0.00161695      0.0253845   -0.010542   0.00161695
 18067    -25000   -4518.07   0      0.0232385   -0.0109248   0.00138121      0.0232385   -0.0109248   0.00138121
 11326    -25000   -5120.48   0      0.0210029   -0.0113534   0.00120413      0.0210029   -0.0113534   0.00120413
 11327    -25000   -5722.89   0      0.0187969   -0.0118833   0.00100529      0.0187969   -0.0118833   0.00100529
 18151    -25000   -6325.3   0      0.0165664   -0.0124464   0.000835786      0.0165664   -0.0124464   0.000835786
 10909    -25000   -6927.71   0      0.0143456   -0.0130734   0.000666188      0.0143456   -0.0130734   0.000666188
 18235    -25000   -7530.12   0      0.0122209   -0.0137488   0.000530913      0.0122209   -0.0137488   0.000530913
 18236    -25000   -8132.53   0      0.0101273   -0.014443   0.000401524      0.0101273   -0.014443   0.000401524
 18379    -25000   -8734.94   0      0.00806699   -0.0151962   0.000268276      0.00806699   -0.0151962   0.000268276
 18380    -25000   -9337.35   0      0.00613368   -0.0159497   0.000172312      0.00613368   -0.0159497   0.000172312
 18483    -25000   -9939.76   0      0.00423131   -0.0167347   6.71586e-05      0.00423131   -0.0167347   6.71586e-05
 18538    -25000   -10542.2   0      0.00245822   -0.0175315   -3.82591e-05      0.00245822   -0.0175315   -3.82591e-05
 18580    -25000   -11144.6   0      0.000790269   -0.0183126   -0.000143665      0.000790269   -0.0183126   -0.000143665
 18650    -25000   -11747   0      -0.000824954   -0.0191193   -0.000228491      -0.000824954   -0.0191193   -0.000228491
 18697    -25000   -12349.4   0      -0.0022994   -0.0198981   -0.000314128      -0.0022994   -0.0198981   -0.000314128
 18695    -25000   -12951.8   0      -0.00368613   -0.0206614   -0.000406518      -0.00368613   -0.0206614   -0.000406518
 18781    -25000   -13554.2   0      -0.00497391   -0.0214077   -0.00049795      -0.00497391   -0.0214077   -0.00049795
 18848    -25000   -14156.6   0      -0.00613557   -0.0221165   -0.000584847      -0.00613557   -0.0221165   -0.000584847
 18916    -25000   -14759   0      -0.00723087   -0.0228135   -0.000661962      -0.00723087   -0.0228135   -0.000661962
 19039    -25000   -15361.4   0      -0.0082146   -0.0234703   -0.000746941      -0.0082146   -0.0234703   -0.000746941
 18963    -25000   -15963.9   0      -0.00910072   -0.0240841   -0.000827234      -0.00910072   -0.0240841   -0.000827234
 11491    -25000   -16566.3   0      -0.00991089   -0.0246708   -0.000906721      -0.00991089   -0.0246708   -0.000906721
 19229    -25000   -17168.7   0      -0.0106222   -0.0252115   -0.000992645      -0.0106222   -0.0252115   -0.000992645
 19230    -25000   -17771.1   0      -0.0112712   -0.0257168   -0.00107024      -0.0112712   -0.0257168   -0.00107024
 19459    -25000   -18373.5   0      -0.0118343   -0.0261813   -0.00114892      -0.0118343   -0.0261813   -0.00114892
 19383    -25000   -18975.9   0      -0.012319   -0.0265985   -0.00122574      -0.012319   -0.0265985   -0.00122574
 19574    -25000   -19578.3   0      -0.0127491   -0.0269832   -0.00129727      -0.0127491   -0.0269832   -0.00129727
 19553    -25000   -20180.7   0      -0.0131044   -0.0273194   -0.00137143      -0.0131044   -0.0273194   -0.00137143
 19199    -25000   -20783.1   0      -0.013414   -0.027622   -0.0014382      -0.013414   -0.027622   -0.0014382
 19196    -25000   -21385.5   0      -0.0136658   -0.0278868   -0.00150897      -0.0136658   -0.0278868   -0.00150897
 19658    -25000   -21988   0      -0.0138568   -0.028103   -0.00157668      -0.0138568   -0.028103   -0.00157668
 14393    -25000   -22590.4   0      -0.0140136   -0.028287   -0.0016388      -0.0140136   -0.028287   -0.0016388
 11418    -25000   -23192.8   0      -0.0141178   -0.0284358   -0.00169192      -0.0141178   -0.0284358   -0.00169192
 11419    -25000   -23795.2   0      -0.0141891   -0.0285496   -0.00174446      -0.0141891   -0.0285496   -0.00174446
 17229    -25000   -24397.6   0      -0.0142304   -0.0286421   -0.00179668      -0.0142304   -0.0286421   -0.00179668
 17211    -24397.6   -25000   0      -0.0146079   -0.0297528   -0.00197056      -0.0146079   -0.0297528   -0.00197056
